Task ID,Tier,Boss/Activity,Task Name,Explanation
534,Hard,Tombs of Amascut,Tombs of Amascut Challenge Task,Complete a designated milestone or special combat condition against Tombs of Amascut.
535,Master,Vorkath,Vorkath Challenge Task,Complete a designated milestone or special combat condition against Vorkath.
536,Hard,Kree'arra,Kree'arra Challenge Task,Complete a designated milestone or special combat condition against Kree'arra.
537,Master,Colosseum,Colosseum Challenge Task,Complete a designated milestone or special combat condition against Colosseum.
538,Hard,Tombs of Amascut,Tombs of Amascut Challenge Task,Complete a designated milestone or special combat condition against Tombs of Amascut.
539,Master,Vardorvis,Vardorvis Challenge Task,Complete a designated milestone or special combat condition against Vardorvis.
540,Elite,General Graardor,General Graardor Challenge Task,Complete a designated milestone or special combat condition against General Graardor.
541,Elite,Araxxor,Araxxor Challenge Task,Complete a designated milestone or special combat condition against Araxxor.
542,Master,Nex,Nex Challenge Task,Complete a designated milestone or special combat condition against Nex.
543,Master,Corrupted Gauntlet,Corrupted Gauntlet Challenge Task,Complete a designated milestone or special combat condition against Corrupted Gauntlet.
544,Master,Phantom Muspah,Phantom Muspah Challenge Task,Complete a designated milestone or special combat condition against Phantom Muspah.
545,Master,K'ril Tsutsaroth,K'ril Tsutsaroth Challenge Task,Complete a designated milestone or special combat condition against K'ril Tsutsaroth.
546,Hard,Leviathan,Leviathan Challenge Task,Complete a designated milestone or special combat condition against Leviathan.
547,Hard,Kree'arra,Kree'arra Challenge Task,Complete a designated milestone or special combat condition against Kree'arra.
548,Elite,Tombs of Amascut,Tombs of Amascut Challenge Task,Complete a designated milestone or special combat condition against Tombs of Amascut.
549,Master,Commander Zilyana,Commander Zilyana Challenge Task,Complete a designated milestone or special combat condition against Commander Zilyana.
550,Grandmaster,Chambers of Xeric,Chambers of Xeric Challenge Task,Complete a designated milestone or special combat condition against Chambers of Xeric.
551,Master,Zulrah,Zulrah Challenge Task,Complete a designated milestone or special combat condition against Zulrah.
552,Hard,Nex,Nex Challenge Task,Complete a designated milestone or special combat condition against Nex.
553,Master,Kree'arra,Kree'arra Challenge Task,Complete a designated milestone or special combat condition against Kree'arra.
554,Grandmaster,The Whisperer,The Whisperer Challenge Task,Complete a designated milestone or special combat condition against The Whisperer.
555,Hard,Alchemical Hydra,Alchemical Hydra Challenge Task,Complete a designated milestone or special combat condition against Alchemical Hydra.
556,Grandmaster,Duke Succellus,Duke Succellus Challenge Task,Complete a designated milestone or special combat condition against Duke Succellus.
557,Master,Zulrah,Zulrah Challenge Task,Complete a designated milestone or special combat condition against Zulrah.
558,Elite,Inferno,Inferno Challenge Task,Complete a designated milestone or special combat condition against Inferno.
559,Grandmaster,Chambers of Xeric,Chambers of Xeric Challenge Task,Complete a designated milestone or special combat condition against Chambers of Xeric.
560,Grandmaster,Vardorvis,Vardorvis Challenge Task,Complete a designated milestone or special combat condition against Vardorvis.
561,Elite,Theatre of Blood,Theatre of Blood Challenge Task,Complete a designated milestone or special combat condition against Theatre of Blood.
562,Hard,Vorkath,Vorkath Challenge Task,Complete a designated milestone or special combat condition against Vorkath.
563,Grandmaster,Vardorvis,Vardorvis Challenge Task,Complete a designated milestone or special combat condition against Vardorvis.
564,Hard,Theatre of Blood,Theatre of Blood Challenge Task,Complete a designated milestone or special combat condition against Theatre of Blood.
565,Elite,Duke Succellus,Duke Succellus Challenge Task,Complete a designated milestone or special combat condition against Duke Succellus.
566,Grandmaster,Commander Zilyana,Commander Zilyana Challenge Task,Complete a designated milestone or special combat condition against Commander Zilyana.
567,Grandmaster,Alchemical Hydra,Alchemical Hydra Challenge Task,Complete a designated milestone or special combat condition against Alchemical Hydra.
568,Elite,Colosseum,Colosseum Challenge Task,Complete a designated milestone or special combat condition against Colosseum.
569,Hard,General Graardor,General Graardor Challenge Task,Complete a designated milestone or special combat condition against General Graardor.
570,Grandmaster,K'ril Tsutsaroth,K'ril Tsutsaroth Challenge Task,Complete a designated milestone or special combat condition against K'ril Tsutsaroth.
571,Hard,The Whisperer,The Whisperer Challenge Task,Complete a designated milestone or special combat condition against The Whisperer.
572,Elite,Alchemical Hydra,Alchemical Hydra Challenge Task,Complete a designated milestone or special combat condition against Alchemical Hydra.
573,Grandmaster,Kree'arra,Kree'arra Challenge Task,Complete a designated milestone or special combat condition against Kree'arra.
574,Master,Duke Succellus,Duke Succellus Challenge Task,Complete a designated milestone or special combat condition against Duke Succellus.
575,Master,Theatre of Blood,Theatre of Blood Challenge Task,Complete a designated milestone or special combat condition against Theatre of Blood.
576,Master,Nex,Nex Challenge Task,Complete a designated milestone or special combat condition against Nex.
577,Grandmaster,Vorkath,Vorkath Challenge Task,Complete a designated milestone or special combat condition against Vorkath.
578,Elite,The Whisperer,The Whisperer Challenge Task,Complete a designated milestone or special combat condition against The Whisperer.
579,Grandmaster,Theatre of Blood,Theatre of Blood Challenge Task,Complete a designated milestone or special combat condition against Theatre of Blood.
580,Elite,Chambers of Xeric,Chambers of Xeric Challenge Task,Complete a designated milestone or special combat condition against Chambers of Xeric.
581,Hard,Inferno,Inferno Challenge Task,Complete a designated milestone or special combat condition against Inferno.
582,Master,Vorkath,Vorkath Challenge Task,Complete a designated milestone or special combat condition against Vorkath.
583,Elite,Duke Succellus,Duke Succellus Challenge Task,Complete a designated milestone or special combat condition against Duke Succellus.
584,Elite,Colosseum,Colosseum Challenge Task,Complete a designated milestone or special combat condition against Colosseum.
585,Elite,Chambers of Xeric,Chambers of Xeric Challenge Task,Complete a designated milestone or special combat condition against Chambers of Xeric.
586,Elite,Colosseum,Colosseum Challenge Task,Complete a designated milestone or special combat condition against Colosseum.
587,Master,Duke Succellus,Duke Succellus Challenge Task,Complete a designated milestone or special combat condition against Duke Succellus.
588,Hard,Tombs of Amascut,Tombs of Amascut Challenge Task,Complete a designated milestone or special combat condition against Tombs of Amascut.
589,Elite,The Whisperer,The Whisperer Challenge Task,Complete a designated milestone or special combat condition against The Whisperer.
590,Master,Tombs of Amascut,Tombs of Amascut Challenge Task,Complete a designated milestone or special combat condition against Tombs of Amascut.
591,Hard,Phantom Muspah,Phantom Muspah Challenge Task,Complete a designated milestone or special combat condition against Phantom Muspah.
592,Elite,Zulrah,Zulrah Challenge Task,Complete a designated milestone or special combat condition against Zulrah.
593,Master,Zulrah,Zulrah Challenge Task,Complete a designated milestone or special combat condition against Zulrah.
594,Master,Duke Succellus,Duke Succellus Challenge Task,Complete a designated milestone or special combat condition against Duke Succellus.
595,Elite,Zulrah,Zulrah Challenge Task,Complete a designated milestone or special combat condition against Zulrah.
596,Hard,The Whisperer,The Whisperer Challenge Task,Complete a designated milestone or special combat condition against The Whisperer.
597,Grandmaster,Tombs of Amascut,Tombs of Amascut Challenge Task,Complete a designated milestone or special combat condition against Tombs of Amascut.
598,Hard,Corrupted Gauntlet,Corrupted Gauntlet Challenge Task,Complete a designated milestone or special combat condition against Corrupted Gauntlet.
599,Grandmaster,Chambers of Xeric,Chambers of Xeric Challenge Task,Complete a designated milestone or special combat condition against Chambers of Xeric.
600,Master,Kree'arra,Kree'arra Challenge Task,Complete a designated milestone or special combat condition against Kree'arra.
601,Hard,Corrupted Gauntlet,Corrupted Gauntlet Challenge Task,Complete a designated milestone or special combat condition against Corrupted Gauntlet.
602,Elite,Kree'arra,Kree'arra Challenge Task,Complete a designated milestone or special combat condition against Kree'arra.
603,Hard,Inferno,Inferno Challenge Task,Complete a designated milestone or special combat condition against Inferno.
604,Master,Corrupted Gauntlet,Corrupted Gauntlet Challenge Task,Complete a designated milestone or special combat condition against Corrupted Gauntlet.
605,Hard,Kree'arra,Kree'arra Challenge Task,Complete a designated milestone or special combat condition against Kree'arra.
606,Grandmaster,Vorkath,Vorkath Challenge Task,Complete a designated milestone or special combat condition against Vorkath.
607,Grandmaster,Commander Zilyana,Commander Zilyana Challenge Task,Complete a designated milestone or special combat condition against Commander Zilyana.
608,Grandmaster,Theatre of Blood,Theatre of Blood Challenge Task,Complete a designated milestone or special combat condition against Theatre of Blood.
609,Hard,Kree'arra,Kree'arra Challenge Task,Complete a designated milestone or special combat condition against Kree'arra.
610,Master,Chambers of Xeric,Chambers of Xeric Challenge Task,Complete a designated milestone or special combat condition against Chambers of Xeric.
611,Elite,Inferno,Inferno Challenge Task,Complete a designated milestone or special combat condition against Inferno.
612,Elite,Chambers of Xeric,Chambers of Xeric Challenge Task,Complete a designated milestone or special combat condition against Chambers of Xeric.
613,Master,The Whisperer,The Whisperer Challenge Task,Complete a designated milestone or special combat condition against The Whisperer.
614,Master,Commander Zilyana,Commander Zilyana Challenge Task,Complete a designated milestone or special combat condition against Commander Zilyana.
615,Grandmaster,Kree'arra,Kree'arra Challenge Task,Complete a designated milestone or special combat condition against Kree'arra.
616,Hard,Theatre of Blood,Theatre of Blood Challenge Task,Complete a designated milestone or special combat condition against Theatre of Blood.
617,Elite,Nex,Nex Challenge Task,Complete a designated milestone or special combat condition against Nex.
618,Grandmaster,General Graardor,General Graardor Challenge Task,Complete a designated milestone or special combat condition against General Graardor.
619,Grandmaster,Duke Succellus,Duke Succellus Challenge Task,Complete a designated milestone or special combat condition against Duke Succellus.
620,Grandmaster,Leviathan,Leviathan Challenge Task,Complete a designated milestone or special combat condition against Leviathan.
621,Grandmaster,Commander Zilyana,Commander Zilyana Challenge Task,Complete a designated milestone or special combat condition against Commander Zilyana.
622,Master,Theatre of Blood,Theatre of Blood Challenge Task,Complete a designated milestone or special combat condition against Theatre of Blood.
623,Master,General Graardor,General Graardor Challenge Task,Complete a designated milestone or special combat condition against General Graardor.
624,Master,The Whisperer,The Whisperer Challenge Task,Complete a designated milestone or special combat condition against The Whisperer.
625,Grandmaster,Tombs of Amascut,Tombs of Amascut Challenge Task,Complete a designated milestone or special combat condition against Tombs of Amascut.
626,Hard,Chambers of Xeric,Chambers of Xeric Challenge Task,Complete a designated milestone or special combat condition against Chambers of Xeric.
627,Hard,Chambers of Xeric,Chambers of Xeric Challenge Task,Complete a designated milestone or special combat condition against Chambers of Xeric.
628,Hard,General Graardor,General Graardor Challenge Task,Complete a designated milestone or special combat condition against General Graardor.
629,Elite,Alchemical Hydra,Alchemical Hydra Challenge Task,Complete a designated milestone or special combat condition against Alchemical Hydra.
630,Hard,Nex,Nex Challenge Task,Complete a designated milestone or special combat condition against Nex.
631,Master,Colosseum,Colosseum Challenge Task,Complete a designated milestone or special combat condition against Colosseum.
632,Grandmaster,Theatre of Blood,Theatre of Blood Challenge Task,Complete a designated milestone or special combat condition against Theatre of Blood.
633,Grandmaster,Alchemical Hydra,Alchemical Hydra Challenge Task,Complete a designated milestone or special combat condition against Alchemical Hydra.
634,Master,Vorkath,Vorkath Challenge Task,Complete a designated milestone or special combat condition against Vorkath.
635,Master,Inferno,Inferno Challenge Task,Complete a designated milestone or special combat condition against Inferno.
636,Hard,Alchemical Hydra,Alchemical Hydra Challenge Task,Complete a designated milestone or special combat condition against Alchemical Hydra.
637,Elite,Colosseum,Colosseum Challenge Task,Complete a designated milestone or special combat condition against Colosseum.
638,Grandmaster,Tombs of Amascut,Tombs of Amascut Challenge Task,Complete a designated milestone or special combat condition against Tombs of Amascut.
639,Hard,Duke Succellus,Duke Succellus Challenge Task,Complete a designated milestone or special combat condition against Duke Succellus.
640,Master,Alchemical Hydra,Alchemical Hydra Challenge Task,Complete a designated milestone or special combat condition against Alchemical Hydra.
641,Master,Theatre of Blood,Theatre of Blood Challenge Task,Complete a designated milestone or special combat condition against Theatre of Blood.
642,Elite,Colosseum,Colosseum Challenge Task,Complete a designated milestone or special combat condition against Colosseum.
643,Hard,General Graardor,General Graardor Challenge Task,Complete a designated milestone or special combat condition against General Graardor.
644,Master,Inferno,Inferno Challenge Task,Complete a designated milestone or special combat condition against Inferno.
645,Elite,Zulrah,Zulrah Challenge Task,Complete a designated milestone or special combat condition against Zulrah.
646,Master,The Whisperer,The Whisperer Challenge Task,Complete a designated milestone or special combat condition against The Whisperer.
647,Master,Leviathan,Leviathan Challenge Task,Complete a designated milestone or special combat condition against Leviathan.
648,Elite,Zulrah,Zulrah Challenge Task,Complete a designated milestone or special combat condition against Zulrah.
649,Grandmaster,Tombs of Amascut,Tombs of Amascut Challenge Task,Complete a designated milestone or special combat condition against Tombs of Amascut.
650,Elite,Chambers of Xeric,Chambers of Xeric Challenge Task,Complete a designated milestone or special combat condition against Chambers of Xeric.
651,Hard,Zulrah,Zulrah Challenge Task,Complete a designated milestone or special combat condition against Zulrah.
652,Elite,Corrupted Gauntlet,Corrupted Gauntlet Challenge Task,Complete a designated milestone or special combat condition against Corrupted Gauntlet.
653,Grandmaster,Commander Zilyana,Commander Zilyana Challenge Task,Complete a designated milestone or special combat condition against Commander Zilyana.
654,Master,Kree'arra,Kree'arra Challenge Task,Complete a designated milestone or special combat condition against Kree'arra.
655,Master,Phantom Muspah,Phantom Muspah Challenge Task,Complete a designated milestone or special combat condition against Phantom Muspah.
